PERMNO,REPDATS,STATPERS,qtr,year,FPEDATS,RETURNLead,sector,RETP1,RET2P1,SIZE,frev,LTG,SUELag,SGLag,TALag,CAPEXLag,BPLag,EPLag,anFor,anForLag,FE,FELag,actual,CONSENSUS,label,newSTATPERS
P22947,1/28/1999,12/17/1998,4,1998,12/31/1998,-0.075999998,55,-0.047411838,-0.151873955,8.604125,-9.22E-03,4.82,2.37E-01,5.51E-01,5.63E-02,NA,4.283791736,0.062254545,-1,-3,-0.044117647,0,0.65,0.71,1,4/3/1998
P22947,1/27/2000,12/16/1999,4,1999,12/31/1999,0.244186044,55,-0.309755,-0.080037193,8.243866,-1.32E-02,4,2.76E-01,5.27E-01,-3.12E-02,NA,2.270346215,0.035673289,0,-3,-0.04,-0.04,0.6,0.65,1,4/2/1999
P22947,1/25/2001,12/14/2000,4,2000,12/31/2000,-0.123131663,55,0.333637425,0.092377543,8.627616,9.82E-04,4.21,1.15E+00,2.64E+00,-2.77E-02,NA,2.094099015,0.07242921,-1,1,0.007874016,0.007874016,0.64,0.63,-1,4/7/2000
P22947,1/24/2002,12/20/2001,4,2001,12/31/2001,-0.00615388,55,-0.086645967,-0.054577477,8.580889,0.00E+00,6.25,-5.37E-01,9.62E-01,2.23E-02,NA,2.047539169,0.058181818,1,0,-0.007194245,-0.007194245,0.69,0.7,1,4/6/2001
P22947,1/23/2003,12/19/2002,4,2002,12/31/2002,-0.046263356,55,-0.110962297,0.019206454,8.645994,-7.59E-03,4.88,1.73E+00,9.36E-01,1.24E-02,NA,2.272493539,0.065676077,0,2,0.075862069,0.054054054,0.78,0.67,-1,4/5/2002
P22947,1/23/2004,12/18/2003,4,2003,12/31/2003,0.00850288,55,0.07212705,0.1064809,8.842353,-1.39E-03,4,-2.13E-01,1.23E+00,-5.03E-03,NA,1.88180483,0.051601859,0,-4,-0.04,-0.04,0.6,0.65,1,4/4/2003
P23026,1/20/1998,12/18/1997,4,1997,12/31/1997,0,55,0.256897704,-0.106640328,8.806275,-2.18E-03,2.93,-4.63E-01,9.30E-01,-1.70E-02,NA,2.458398777,0.063287031,0,-1,0.039215686,0.039215686,0.53,0.49,-1,12/31/1997
P23026,1/19/1999,12/17/1998,4,1998,12/31/1998,-0.04606526,55,0.035742698,-0.009300283,8.951513,-5.27E-03,4.22,-3.24E-01,8.99E-01,-1.11E-02,NA,2.734455035,0.089285714,-2,-7,-0.163265306,-0.012048193,0.41,0.57,1,4/1/1998
P23026,1/18/2000,12/16/1999,4,1999,12/31/1999,0.002754821,55,-0.350060094,-0.097977615,8.570506,8.35E-04,4.85,7.31E-01,8.79E-01,-1.88E-02,NA,3.892585256,0.130424242,-1,-2,-0.009345794,0.037974684,0.53,0.54,1,3/31/1999
P23026,1/16/2001,12/14/2000,4,2000,12/31/2000,-0.117623754,55,0.342853992,0.083456694,8.865988,8.02E-04,5.63,2.84E-01,8.19E-01,-1.68E-02,NA,3.447576725,0.102793696,0,-1,0.017857143,0.022988506,0.57,0.55,-1,3/29/2000
P23026,1/30/2002,12/20/2001,4,2001,12/31/2001,0.063464873,55,0.026124641,-0.036267247,9.250648,1.49E-03,6.58,6.96E-01,8.23E-01,1.04E-02,NA,9.070466122,0.135890411,0,0,-0.037593985,0.034146342,0.64,0.69,1,3/28/2001
P23026,2/13/2003,1/16/2003,4,2002,12/31/2002,-0.04246797,55,-0.057031204,-0.305366285,9.191469,-2.34E-03,6.59,-6.51E-01,9.38E-01,-2.07E-02,NA,3.273288218,0.043809524,-1,-2,0.03030303,0.043859649,0.51,0.48,-1,4/4/2002
P23026,2/19/2004,1/15/2004,4,2003,12/31/2003,0.039578907,55,0.099362439,0.114219852,9.359642,-2.69E-02,4.22,NA,2.18E+01,-2.53E-02,NA,2.637037556,0.068321392,0,-4,-0.130434783,-0.084745763,0.3,0.39,1,4/10/2003
P23077,12/10/1996,11/14/1996,4,1996,10/31/1996,-0.044084083,30,0.08876593,-0.026009116,9.631557,4.80E-03,10.12,2.28E+00,2.92E+00,3.99E-02,3.19E-03,0.366905403,0.059355568,2,-1,0.010752688,0.010752688,0.47,0.46,-1,2/21/1996
P23077,12/9/1997,10/16/1997,4,1997,10/31/1997,0.021273408,30,0.086796419,0.072863394,9.893754,5.68E-03,10.44,9.62E-02,1.27E+00,1.21E-02,2.38E-03,0.186668399,0.028169014,-1,1,0.009345794,0,0.54,0.53,-1,2/22/1997
P23077,12/8/1998,10/15/1998,4,1998,10/31/1998,-0.023065381,30,0.066227587,-0.038295002,9.727155,4.21E-03,11.43,-6.31E-02,1.08E+00,4.64E-02,1.47E-02,0.276279343,0.045868596,0,0,0.008403361,0.008403361,0.6,0.59,-1,2/18/1998
P23077,12/7/1999,10/14/1999,4,1999,10/31/1999,-0.040477611,30,-0.211868675,-0.292598481,9.376961,3.05E-03,10.32,-3.78E-01,1.06E+00,-1.11E-02,-7.77E-03,0.137073278,0.032050473,-1,-8,0.007751938,0.007751938,0.65,0.64,-1,2/17/1999
P23077,12/5/2000,10/19/2000,4,2000,10/31/2000,0.048328769,30,0.20078327,-0.043190359,9.522326,6.12E-03,9.66,1.00E-01,7.77E-01,-2.83E-02,-2.00E-02,NA,0.068333333,0,0,0.00729927,-0.021582734,0.69,0.68,-1,2/18/2000
P23077,12/13/2001,11/15/2001,4,2001,10/31/2001,0.089323193,30,-0.12111755,-0.063036698,9.597944,-3.53E-03,8.01,NA,1.23E+00,NA,8.64E-03,NA,0.048550725,-13,-3,-0.008403361,0,0.59,0.6,1,2/23/2001
P23077,12/12/2002,11/14/2002,4,2002,10/31/2002,0.061769638,30,-0.120785505,0.073357977,9.259251,1.55E-03,7.86,2.33E-01,1.00E+00,-1.77E-02,7.84E-04,0.179107376,0.056946355,1,-3,0.042016807,-0.009174312,0.62,0.57,-1,2/22/2002
P23077,11/25/2003,10/16/2003,4,2003,10/31/2003,0.021794412,30,0.177294156,0.059653109,9.506083,5.44E-03,8.09,-7.19E-01,7.50E-01,-5.50E-02,1.45E-04,0.208954231,0.055800712,3,0,0,0,0.54,0.54,1,2/19/2003
P23114,1/30/2001,12/14/2000,4,2000,12/31/2000,0.039470676,55,0.482229541,0.078850309,9.223948,4.84E-05,5.77,2.01E+00,4.09E+00,2.91E-02,NA,1.951509667,0.093510119,0,0,0.024390244,0.024390244,0.63,0.6,-1,1/10/2001
P23114,1/23/2002,12/20/2001,4,2001,12/31/2001,0.04786168,55,-0.044354315,-0.126056349,9.195144,1.37E-03,7.05,1.32E+00,9.84E-01,-2.09E-02,NA,1.836338531,0.064777328,0,-1,-0.08,0,0.46,0.54,1,4/4/2001
P23114,1/22/2003,12/19/2002,4,2002,12/31/2002,-0.054901931,55,-0.214320709,0.102348082,9.241548,-4.25E-03,6.54,NA,9.38E-01,-2.25E-02,NA,2.05071111,0.040113314,-1,0,0.007092199,-0.040752351,0.71,0.7,-1,4/4/2002
P23114,1/21/2004,12/18/2003,4,2003,12/31/2003,0.002098994,55,0.021720451,0.012512603,9.317755,-3.74E-03,3.96,2.20E+00,1.02E+00,2.59E-02,NA,1.692041211,0.124977511,0,1,0.031446541,0.031446541,0.82,0.77,-1,4/3/2003
P23229,1/22/1997,12/19/1996,4,1996,12/31/1996,0.004312268,55,0.066504683,0.014508452,8.146985,9.77E-04,7.92,-4.53E-02,9.97E-01,-1.75E-02,NA,2.695417796,0.075209581,-2,-2,-0.011494253,0.011764706,0.43,0.44,1,4/4/1996
P23229,1/22/1998,12/18/1997,4,1997,12/31/1997,-0.027234042,55,0.153769938,-0.043425842,8.477047,-7.93E-04,8.09,-1.00E+00,9.00E-01,3.73E-02,NA,2.630605702,-0.30585034,0,-1,0.008547008,0.008547008,0.59,0.58,-1,4/3/1997
P23229,1/20/1999,12/17/1998,4,1998,12/31/1998,-0.109316126,55,0.011368923,-0.115277218,8.638655,-2.69E-03,9.88,2.16E-01,1.41E+00,-8.35E-03,NA,2.812712191,0.082846975,-3,-3,-0.169811321,-0.102040816,0.44,0.62,1,4/1/1998
P23229,1/31/2000,12/16/1999,4,1999,12/31/1999,-0.038076151,55,-0.340751124,-0.205217873,8.193935,-5.55E-04,9.93,-1.19E-01,6.89E-01,-5.08E-03,NA,1.699990406,-0.037730496,-1,-11,-0.080291971,-0.015625,0.63,0.74,1,4/1/1999
P23229,1/24/2001,12/14/2000,4,2000,12/31/2000,-0.069033533,55,0.41108938,-0.170151309,8.253373,-4.49E-03,9.07,5.86E-02,1.41E+00,-5.59E-02,NA,2.774737143,0.09559322,0,1,0.138686131,0.130434783,0.78,0.59,-1,4/11/2000
P23229,2/4/2002,12/20/2001,4,2001,12/31/2001,-0.029128369,55,-0.1385196,-0.112145645,8.069569,-4.22E-02,8.12,-1.29E-01,1.30E+00,-2.18E-02,NA,2.407370412,0.020825853,-1,-4,-1,0.257142857,-0.13,0.25,1,4/10/2001
P23229,4/1/2003,2/20/2003,4,2002,12/31/2002,0.412698478,55,-0.426067772,-0.692252417,7.21538,4.65E-04,5,7.11E-01,9.06E-01,-3.03E-02,NA,2.234951422,-0.047631579,0,-2,0,0.12,0.11,0.11,1,4/11/2002
P23229,3/10/2004,2/19/2004,4,2003,12/31/2003,-0.027173914,55,0.359964533,0.489770674,7.224442,-2.61E-03,3.75,-1.46E+00,8.35E-01,4.98E-02,NA,10.40260681,0.12289916,-1,0,-0.022222222,-0.75,0.22,0.23,1,4/18/2003
P23309,1/21/1997,12/19/1996,4,1996,12/31/1996,0.085714288,25,-0.152641835,0.563297308,8.785119,2.22E-03,18.56,-2.24E+00,2.48E+00,-1.31E-03,-3.27E-04,1.453694395,0.079242033,-1,2,-0.137931034,-0.137931034,0.25,0.33,1,3/27/1996
P23309,1/20/1998,12/18/1997,4,1997,12/31/1997,-0.046218488,25,-0.027524692,-0.174808611,8.910282,-3.11E-03,20.09,-3.13E-01,4.11E-01,-3.36E-02,4.69E-02,1.081229247,0.032483221,-10,-2,-0.056603774,-0.01369863,0.25,0.28,1,4/3/1997
P23309,2/4/1999,1/14/1999,4,1998,12/31/1998,0.095238097,25,-0.250000441,-0.254720927,8.515517,-3.47E-02,16.9,NA,7.23E-01,NA,-4.12E-02,NA,0.059955257,-4,-3,-0.028571429,-0.117647059,0.17,0.18,1,4/2/1998
P23309,2/3/2000,12/16/1999,4,1999,12/31/1999,0.009777778,25,-0.476010778,-0.081612434,8.165932,-1.70E-03,13.21,1.64E+00,2.65E+00,-6.69E-03,-3.86E-02,0.543770202,0.014028857,1,-1,-0.128205128,-0.105263158,0.17,0.22,1,4/1/1999
P23309,1/24/2001,12/14/2000,4,2000,12/31/2000,0.057416305,25,0.356892848,0.128097674,8.262172,2.05E-03,13.28,-5.14E-01,8.14E-01,-6.21E-02,2.62E-02,0.462281045,0.109837838,0,-3,-0.028571429,-0.028571429,0.17,0.18,1,4/12/2000
P23309,1/29/2002,12/20/2001,4,2001,12/31/2001,0.144055978,25,0.114799551,0.182493007,8.301393,-4.01E-02,13.77,-4.34E-01,6.04E-01,-9.09E-02,-1.67E-02,1.698190674,0.021836735,1,1,0,0,0.01,0.01,1,4/5/2001
P23309,1/27/2003,12/19/2002,4,2002,12/31/2002,-0.078678206,25,0.062086099,0.432582998,8.471978,-1.06E-02,14.73,-1.30E+00,6.20E-01,-4.54E-02,4.92E-02,2.703931274,0.044495677,0,-2,0.047619048,0,0.11,0.1,-1,4/3/2002
P23309,1/26/2004,12/18/2003,4,2003,12/31/2003,-0.065966092,25,0.189874397,-0.068315704,8.783631,5.82E-04,14.54,-1.38E+00,9.13E-01,6.99E-02,-1.08E-02,0.825693078,0.16013986,2,2,0,0,0.11,0.11,1,4/3/2003
P23318,2/4/1997,12/19/1996,4,1996,12/31/1996,0.114093959,35,-0.52464846,-0.294006457,8.064266,-5.37E-04,29.33,-5.89E-01,1.23E+00,1.16E-02,-1.91E-01,30.06555149,0.02452381,-1,-2,0,0.076923077,0.09,0.09,1,4/10/1996
P23318,2/5/1998,1/15/1998,4,1997,12/31/1997,-0.074626863,35,-0.188641571,-0.066336239,8.001758,-2.66E-03,25.29,-1.05E+00,5.59E-01,1.61E-02,-1.32E-01,14.78403853,0.02738255,-1,-7,0.130434783,0.083333333,0.13,0.1,-1,4/3/1997
P23318,2/9/1999,1/14/1999,4,1998,12/31/1998,0.049689442,35,0.262066653,-0.141448462,8.457822,-1.63E-03,24.15,3.81E-01,6.49E-03,9.55E-02,9.25E-02,1.01896607,0.00311042,-2,-9,0,-0.034482759,0.14,0.14,1,4/8/1998
P23318,2/8/2000,12/16/1999,4,1999,12/31/1999,0.126760557,35,0.594087911,0.123125596,8.943026,8.01E-04,25.17,1.68E-01,8.40E-01,-1.15E-02,-5.36E-03,0.804559029,0.020451128,-3,0,0,0.096774193,0.14,0.14,1,4/14/1999
P23318,1/30/2001,12/14/2000,4,2000,12/31/2000,-0.057584271,35,0.049749741,0.136011499,9.039873,1.88E-03,22.51,-2.46E+00,8.46E-01,8.16E-02,7.86E-03,0.987916527,0.010165746,0,-6,0.034482759,0.121951219,0.15,0.14,-1,4/13/2000
P23318,1/30/2002,12/20/2001,4,2001,12/31/2001,-0.033531051,35,-0.041407726,0.212287291,9.024096,2.00E-03,20.3,1.60E+00,3.16E-01,-9.28E-02,5.66E-02,0.880606571,0.01081803,0,1,0,0,0.26,0.26,1,4/5/2001
P23318,1/29/2003,12/19/2002,4,2002,12/31/2002,-0.002127607,35,0.076124781,-0.177003551,8.857321,3.96E-03,18.34,-7.86E-01,6.37E-01,-1.68E-02,-3.26E-02,NA,-0.064657534,-1,1,0,0,0.33,0.33,1,4/4/2002
P23318,1/28/2004,12/18/2003,4,2003,12/31/2003,-0.085644104,35,-0.009953316,-0.093524007,9.274424,1.30E-03,18.82,-4.78E-01,7.89E+00,-1.79E-02,-1.62E+00,4.783921983,-0.032280702,2,-1,0,0,0.29,0.29,1,4/3/2003
P23473,2/5/1997,1/16/1997,4,1996,12/31/1996,0.105999999,40,-0.023317833,-0.128787069,8.191293,-1.10E-02,12,-2.34E-01,1.28E+00,1.34E-02,-5.92E-05,3.415809252,0.072678571,0,-2,0.030748663,-0.175236097,0.3084,0.29,-1,4/4/1996
P23473,2/19/1998,1/15/1998,4,1997,12/31/1997,0.05882353,40,0.465547958,0.171704673,8.962503,1.07E-03,11.33,-9.54E-03,5.66E-01,1.33E-02,-1.40E-03,4.106227724,0.080000105,0,1,0.040767386,0.086182448,0.3689,0.34,-1,4/3/1997
P23473,2/4/1999,1/14/1999,4,1998,12/31/1998,0.064516127,40,-0.177012764,-0.281230817,8.716813,-5.06E-03,9.67,4.25E-01,9.10E-01,1.37E-03,-6.86E-03,3.510194838,0.082542373,0,1,-0.125221026,-0.108998733,0.2721,0.35,1,4/3/1998
P23473,2/3/2000,12/16/1999,4,1999,12/31/1999,0.039130434,40,-0.341961889,0.08234866,8.527743,1.39E-03,8.4,8.66E-01,7.47E-01,-6.78E-03,-1.99E-03,2.623374028,0.139657143,0,0,0.105933351,0.105933351,0.4082,0.33,-1,4/2/1999
P23473,2/6/2001,12/14/2000,4,2000,12/31/2000,0.035149384,40,-0.099098944,0.28691214,8.758609,-5.93E-03,8.17,1.64E+00,1.37E+00,-6.98E-03,3.11E-03,3.060818369,0.044991681,0,-1,-1,-1,-0.127,0.36,1,4/5/2000
P23473,2/6/2002,1/17/2002,4,2001,12/31/2001,0.04441556,40,-0.081048878,0.053560632,8.729122,-6.53E-03,10.57,-2.47E+00,9.76E-01,1.20E-02,8.68E-04,1.974585589,0.096619718,-1,1,0.010054138,-0.266268027,0.3265,0.32,-1,4/4/2001
P23473,2/6/2003,1/16/2003,4,2002,12/31/2002,-0.009779331,40,-0.184221781,-0.011085836,8.71327,8.34E-04,10.33,2.02E+00,1.04E+00,-2.91E-03,-2.10E-03,2.96425156,0.0625,-1,-2,0.132366945,0.098029907,0.5351,0.41,-1,4/5/2002
P23473,2/4/2004,1/15/2004,4,2003,12/31/2003,0.03878117,40,0.075691387,0.071962082,8.806873,1.74E-03,10.25,7.59E-02,1.24E+00,-2.79E-02,1.94E-03,3.577751807,0.050599201,0,4,0.149687149,-0.04880137,0.7166,0.53,-1,4/3/2003
P23579,1/23/1997,12/19/1996,4,1996,12/31/1996,0.033156499,20,0.046134732,0.060806592,8.962488,1.25E-03,12.28,-6.19E-01,7.48E-01,2.94E-02,3.42E-03,1.643405616,0.048498169,0,1,0.006711409,0.007194245,0.75,0.74,-1,3/28/1996
P23579,1/27/1998,12/18/1997,4,1997,12/31/1997,0.016233767,20,-0.198967246,0.130424538,9.224878,3.03E-04,12.92,9.08E-01,1.11E+00,2.28E-02,-1.40E-02,1.188750664,0.046526656,0,0,0.005649718,0.005649718,0.89,0.88,-1,3/26/1997
P23579,1/26/1999,12/17/1998,4,1998,12/31/1998,-0.019753087,20,-0.014241954,-0.016331626,9.37167,-1.67E-02,14.66,-8.54E-01,1.08E+00,6.16E-02,-8.99E-03,2.593689438,0.101486417,-1,0,-0.006711409,-0.006711409,0.74,0.75,1,4/1/1998
P23579,1/25/2000,12/16/1999,4,1999,12/31/1999,0.017453799,20,-0.199368598,-0.031777645,9.330185,4.82E-04,15,1.06E-01,1.17E+00,-5.27E-03,-1.95E-03,2.697357723,0.070993377,1,0,0.004484305,0.004484305,1.12,1.11,-1,4/1/1999
P23579,1/23/2001,12/14/2000,4,2000,12/31/2000,0.096774191,20,-0.0419908,-0.313424709,8.787737,-9.05E-04,13.45,-5.48E-01,8.49E-01,1.38E-02,-3.63E-03,3.556050761,0.088797251,-3,0,-0.003891051,-0.004608295,1.28,1.29,1,3/30/2000
P23579,1/24/2002,12/20/2001,4,2001,12/31/2001,0.105402865,20,-0.115125908,0.236926806,8.675268,-4.82E-02,11.75,-7.33E-01,9.68E-01,1.15E-02,6.42E-03,1.098761051,0.052170881,-1,-1,0.02173913,0.032967033,0.47,0.45,-1,3/30/2001
P23579,1/23/2003,12/19/2002,4,2002,12/31/2002,-0.103047222,20,0.059567299,0.263374469,8.677292,7.76E-04,11.64,2.35E-01,1.09E+00,-4.96E-02,-1.84E-03,2.051939013,0.029625,0,0,0.014634146,0.014634146,1.04,1.01,-1,3/29/2002
P23579,1/29/2004,12/18/2003,4,2003,12/31/2003,-0.0662461,20,0.306203707,-0.130020123,8.96582,7.85E-03,11.86,-8.82E-01,9.88E-01,-6.98E-04,-9.59E-03,5.35284966,0.152222222,10,1,0.028248588,0.103030303,0.91,0.86,-1,3/27/2003
P23660,12/19/1996,11/14/1996,4,1996,11/30/1996,-0.03292181,20,-0.025715417,-0.024614189,8.003882,5.38E-03,19,6.58E-01,1.78E+00,1.17E-01,7.73E-02,1.087108216,0.023148148,0,0,0,0,0.16,0.16,1,3/6/1996
P23660,12/17/1997,11/20/1997,4,1997,11/30/1997,0.003215434,20,0.055514242,-0.113035887,8.472073,5.40E-03,19.43,NA,8.40E-01,-2.48E-02,-1.11E-01,4.90217084,0.025681818,-1,0,0.008609444,0.020508111,0.1933,0.19,-1,2/28/1997
P23660,12/17/1998,11/19/1998,4,1998,11/30/1998,0.280681819,20,0.15468197,0.040345003,8.860111,4.80E-03,19.38,5.92E-01,6.41E-01,1.20E-01,1.91E-02,0.243052964,0.028087479,0,2,0.01376618,0.007795889,0.2467,0.24,-1,2/25/1998
P23660,12/16/1999,11/18/1999,4,1999,11/30/1999,0.15646258,20,-0.40022453,0.007031788,8.909831,4.63E-03,19.23,-1.17E+00,1.12E+00,-2.86E-01,-1.53E-02,1.072077102,0.027628866,-1,-2,-0.005722213,-0.013052796,0.2867,0.29,1,2/27/1999
P23660,12/19/2000,11/16/2000,4,2000,11/30/2000,0.04417178,20,0.263424615,0.462370769,8.97455,5.19E-03,19.17,NA,7.23E-01,-2.89E-02,-7.14E-01,1.295232434,0.025120773,0,0,0,0,0.33,0.33,1,2/25/2000
P23660,12/18/2001,11/15/2001,4,2001,11/30/2001,0.123069681,20,-0.106276432,-0.117793706,9.090661,2.33E-03,18.12,-2.20E+00,4.78E-01,-4.35E-01,-8.83E-04,1.80258851,0.037826087,-4,-4,0,0,0.34,0.34,1,2/23/2001
P23660,12/19/2002,11/14/2002,4,2002,11/30/2002,-0.093520924,20,-0.003508804,0.179374179,8.75078,4.62E-03,16.89,-2.32E-01,3.03E-01,-5.65E-02,7.22E-04,0.568211376,0.030693878,-1,-3,-0.013333333,0,0.37,0.38,1,2/22/2002
P23660,12/17/2003,11/20/2003,4,2003,11/30/2003,0.073034912,20,0.036008118,-0.432944749,8.957841,3.31E-03,15.17,1.14E+00,8.06E-01,-6.15E-03,-8.85E-02,0.377030695,0.031922141,0,0,0.012658228,0.013333333,0.4,0.39,-1,2/28/2003
P23712,1/21/1997,12/19/1996,4,1996,12/31/1996,0.004587156,55,-0.03154162,-0.12720979,8.758107,8.40E-04,2.21,NA,2.07E+00,-9.89E-03,NA,1.885709646,0.052965235,-1,0,0,-0.009174312,0.54,0.54,1,3/27/1996
P23712,1/20/1998,12/18/1997,4,1997,12/31/1997,-0.025540275,55,0.231229532,-0.134729919,8.9064,-1.19E-03,1.83,-1.24E+00,9.73E-01,-3.01E-02,NA,2.839494707,0.033361702,-1,1,0.047619048,0.039370079,0.66,0.6,-1,3/26/1997
P23712,1/19/1999,12/17/1998,4,1998,12/31/1998,0.047463175,55,0.14694134,0.058943079,9.11226,8.99E-04,2.6,4.82E-01,1.31E+00,-6.38E-03,NA,2.000778663,0.077464789,0,1,0.015384615,0.007633588,0.66,0.64,-1,4/1/1998
P23712,1/19/2000,12/16/1999,4,1999,12/31/1999,-0.012567325,55,-0.194189554,-0.022087994,8.927188,1.01E-02,4.64,1.16E+00,1.54E+00,2.69E-03,NA,1.565313327,0.076628353,0,2,0.008264463,0.10989011,0.61,0.6,-1,3/31/1999
P23712,1/23/2001,12/14/2000,4,2000,12/31/2000,-0.158663243,55,0.367458578,0.011749208,9.221541,2.58E-04,5.31,7.88E-01,4.89E-01,4.79E-02,NA,2.755122073,0.100327869,1,5,0.071038251,-0.23699422,0.98,0.85,-1,3/29/2000
P23712,1/22/2002,12/20/2001,4,2001,12/31/2001,-0.002607177,55,-0.222626634,-0.052987282,9.069278,-9.76E-04,6.14,1.22E+00,8.87E-01,5.46E-02,NA,2.081614852,0.062749706,-1,5,0.010752688,0.005347594,0.94,0.92,-1,3/28/2001
P23712,1/28/2003,12/19/2002,4,2002,12/31/2002,0.099065438,55,-0.329854205,-0.049897676,8.886142,-5.78E-03,5.69,-1.68E+00,1.32E+00,-4.44E-02,NA,3.078541721,0.124739336,-1,0,0.01754386,0.013100437,1.16,1.12,-1,3/27/2002
P23712,1/27/2004,12/18/2003,4,2003,12/31/2003,0.037442908,55,0.006265349,0.258472644,9.244029,-2.62E-03,4,-1.03E+00,1.46E+00,-4.48E-02,NA,3.003261759,0.11847619,0,-1,0,0,0.69,0.69,1,3/26/2003
P23819,1/22/1997,12/19/1996,4,1996,12/31/1996,0.042435423,10,0.034505089,0.083786873,8.929213,7.10E-04,14.55,-7.49E-01,7.97E-01,1.90E-01,3.35E-03,0.928334039,0.031340206,1,0,0.055900621,0.055900621,0.425,0.38,-1,4/2/1996
P23819,1/22/1998,12/18/1997,4,1997,12/31/1997,-0.133734941,10,0.172772819,0.14577575,9.518326,2.49E-03,18.72,-5.32E-01,4.21E-01,-1.09E-02,-1.86E-02,2.3415211,0.031794872,1,2,0.027522936,0.018181818,0.56,0.53,-1,4/3/1997
P23819,1/25/1999,12/17/1998,4,1998,12/31/1998,0.002109705,10,-0.444069932,-0.309246065,9.475393,-1.37E-02,16.14,-1.89E+00,9.63E-01,-9.03E-03,2.79E-03,1.43761583,0.014429109,-6,-14,-0.322033898,-0.183673469,0.2,0.39,1,4/2/1998
P23819,1/27/2000,12/16/1999,4,1999,12/31/1999,-0.102484472,10,-0.222733252,0.370208555,9.78642,-5.02E-03,15.2,-2.18E+00,8.45E-01,-1.19E-01,4.63E-02,0.788118185,0.020173913,-1,-26,0.03030303,0.04,0.17,0.16,-1,4/6/1999
P23819,1/30/2001,12/14/2000,4,2000,12/31/2000,0.136275828,10,-0.075554863,0.203749136,9.647223,-5.63E-04,19.19,-1.14E+00,1.12E+00,-1.33E-02,-1.27E-02,0.861628228,0.025853659,0,-1,0.037037037,0.043478261,0.28,0.26,-1,4/6/2000
P23819,1/23/2002,12/20/2001,4,2001,12/31/2001,0.049618289,10,-0.773390379,0.11438309,8.645657,-6.28E-04,25.2,NA,8.12E-01,-2.23E-01,3.27E-02,1.269212682,0.063858093,-12,-4,-0.014925373,0,0.33,0.34,1,4/5/2001
P23819,2/20/2003,1/16/2003,4,2002,12/31/2002,0.079957359,10,0.589942915,0.317091872,9.0067,1.49E-03,15.13,-2.33E-02,1.41E+00,5.86E-02,1.44E-02,0.500660227,0.030055249,-10,-8,0.021276596,0.142857143,0.24,0.23,-1,4/17/2002
P23819,1/29/2004,12/18/2003,4,2003,12/31/2003,0.159615368,10,-0.036640227,0.084007478,9.342596,-8.17E-03,11.28,NA,6.92E-01,NA,-4.27E-02,NA,NA,-2,-19,0.03030303,0.03030303,0.34,0.32,-1,4/9/2003
P23915,1/16/1997,12/19/1996,4,1996,12/31/1996,0.022569444,15,-0.07743407,-0.035537479,8.791868,1.36E-02,8.5,2.14E-01,1.48E+00,1.27E-01,1.66E-02,2.209301325,0.042836041,-6,9,-0.063829787,0.244444444,0.22,0.25,1,3/22/1996
P23915,1/26/1998,12/18/1997,4,1997,12/31/1997,-0.09259259,15,-0.029119263,0.115753291,8.631259,3.10E-03,11.67,6.37E-01,1.57E+00,7.39E-03,8.08E-03,2.278130925,0.065718799,-5,-4,-1,-1,-0.135,0.41,1,3/21/1997
P23915,1/26/1999,12/17/1998,4,1998,12/31/1998,0.245791242,15,-0.010523632,-0.086581081,8.53047,-8.58E-03,10.29,NA,1.05E+00,NA,-1.39E-02,NA,NA,-2,-4,1,0.304347826,0.15,-0.09,-1,3/27/1998
P23915,1/26/2000,12/16/1999,4,1999,12/31/1999,-0.198275864,15,0.037791595,0.462273259,9.075609,2.08E-02,9.95,1.01E+00,1.24E+00,-1.92E-02,4.85E-02,1.895536009,0.043121387,-1,0,0.01010101,0.005025126,1,0.98,-1,4/2/1999
P23915,1/26/2001,12/14/2000,4,2000,12/31/2000,-0.006907635,15,0.40392836,-0.522815312,8.752906,-4.46E-02,11,2.75E-01,2.18E+00,1.32E-01,3.67E-02,4.543552646,0.119574468,-4,-9,-1,-0.166666667,-0.02,0.73,1,3/30/2000
P23915,1/24/2002,12/20/2001,4,2001,12/31/2001,-0.094530985,15,-0.061180181,0.196024927,8.75667,1.38E-02,8.25,1.92E+00,1.53E+00,1.19E-01,4.92E-02,2.495452902,0.06553323,-2,-5,1,1,0.19,-0.04,-1,3/30/2001
P23915,1/21/2003,12/19/2002,4,2002,12/31/2002,-0.048267312,15,0.014674759,0.076989474,8.304952,-1.96E-02,6,-9.10E-01,7.84E-01,-7.79E-02,-3.07E-02,2.736031571,0.006659552,-4,-11,-1,-1,0,0.26,1,3/29/2002
P23915,2/3/2004,12/18/2003,4,2003,12/31/2003,0.145017758,15,0.022628187,0.111672167,8.956595,2.69E-02,5,NA,9.57E-01,-3.15E-02,2.65E-02,2.280690397,0.053655589,1,2,0.106382979,0.094736842,0.52,0.42,-1,3/28/2003
P23931,1/30/2001,12/14/2000,4,2000,12/31/2000,-0.123612925,55,0.464305498,0.07975849,9.200844,2.71E-03,6.5,1.22E+00,1.20E+00,2.10E-02,NA,2.327792701,0.073397542,0,0,-0.02,-0.02,0.49,0.51,1,10/5/2000
P23931,1/30/2002,12/20/2001,4,2001,12/31/2001,0.017948715,55,-0.028442274,-0.034896108,9.168739,2.15E-03,8.05,7.71E-01,5.09E-01,-2.28E-02,NA,4.107412682,0.12327044,0,-4,0,0,0.46,0.46,1,4/5/2001
