PERMNO,REPDATS,STATPERS,qtr,year,FPEDATS,RETURNLead,sector,RETP1,RET2P1,SIZE,frev,LTG,SUELag,SGLag,TALag,CAPEXLag,BPLag,EPLag,anFor,anForLag,FE,FELag,actual,CONSENSUS,label,newSTATPERS
P75577,1/22/1997,12/19/1996,4,1996,12/31/1996,0.190025792,45,0.341002659,-0.549195718,8.065842,0.00E+00,27.53,-2.76E-01,1.32E+00,-3.43E-02,-2.85E-02,1.049424804,0.019767442,6,1,0.050847458,0.050847458,0.0775,0.07,-1,3/21/1996
P75577,1/21/1998,12/18/1997,4,1997,12/31/1997,0.033962265,45,-0.708724567,-0.168892187,7.991001,-6.79E-04,27.93,-4.97E-01,7.82E-01,1.78E-02,-4.10E-04,0.911590549,0.044238411,-7,-6,-0.025641026,-0.025641026,0.095,0.1,1,3/20/1997
P75577,1/20/1999,12/17/1998,4,1998,12/31/1998,0.032854211,45,0.544151164,-0.473309359,8.690059,0.00E+00,25.83,-2.58E-01,6.08E-01,4.17E-02,-7.21E-03,0.706002216,0.02302521,2,2,0.058823529,0.058823529,0.1125,0.1,-1,3/26/1998
P75577,1/19/2000,12/16/1999,4,1999,12/31/1999,0.326607823,45,0.015613792,-0.04103832,9.194678,5.19E-04,25.53,1.80E+00,1.81E+00,-7.34E-02,-2.08E-02,0.285211494,0.018935574,0,0,0.016393443,0.018867925,0.155,0.15,-1,3/25/1999
P75577,1/18/2001,12/14/2000,4,2000,12/31/2000,0.149643704,45,-0.36024127,0.746032797,9.234304,8.23E-04,27.8,NA,1.43E+00,-1.78E-02,-2.38E-02,0.405569535,-0.005517241,-19,22,-0.019607843,0,0.25,0.26,1,3/23/2000
P75577,1/22/2002,12/20/2001,4,2001,12/31/2001,0.183788955,45,-0.141947903,0.201979842,9.011561,-3.38E-03,26.93,NA,6.28E-01,NA,-1.30E-02,NA,0.00859454,0,-2,0,0,0.03,0.03,1,3/29/2001
P75577,1/22/2003,12/19/2002,4,2002,12/31/2002,-0.109489083,45,0.129729285,-0.167803938,8.461385,-3.21E-03,24.27,NA,3.24E+00,-1.48E-02,-1.22E-02,0.732896119,0.035909921,0,0,0.076923077,0.076923077,0.07,0.06,-1,4/2/2002
P75577,1/26/2004,12/18/2003,4,2003,12/31/2003,-0.011037528,45,-0.103447812,-0.08669747,9.049962,1.50E-03,24.67,-1.15E-01,1.50E+00,-1.48E-01,-6.96E-03,0.303731865,0.018554688,2,1,0.043478261,0.043478261,0.12,0.11,-1,4/8/2003
P75592,1/25/2000,12/16/1999,4,1999,12/31/1999,-0.094999999,40,-0.208300947,0.165721128,7.455978,6.32E-03,6.5,1.60E+00,3.59E-01,-5.85E-02,0.00E+00,1.268176639,0.077563452,-1,-1,0,0.016393443,0.31,0.31,1,6/30/1999
P75592,1/23/2001,12/14/2000,4,2000,12/31/2000,0.030769201,40,0.078643479,0.076294869,7.495199,-1.25E-02,3.75,5.65E-02,5.26E-01,5.82E-03,0.00E+00,2.230303945,0.09338843,0,0,0.132075472,0.132075472,0.3,0.23,-1,3/31/2000
P75592,1/29/2002,12/20/2001,4,2001,12/31/2001,0.065255746,40,0.058974867,0.115168706,8.558611,0.00E+00,5,4.42E-01,9.51E-01,-4.94E-03,0.00E+00,1.647436236,0.042409963,0,0,0.090909091,0.090909091,0.24,0.2,-1,3/30/2001
P75592,1/23/2003,12/19/2002,4,2002,12/31/2002,-0.075423755,40,-0.219350486,0.103322191,8.380856,-2.46E-03,5,-2.11E+00,7.83E-01,1.39E-03,0.00E+00,2.161747624,0.049096804,0,-1,0.054545454,0.054545454,0.29,0.26,-1,3/30/2002
P75592,1/22/2004,12/18/2003,4,2003,12/31/2003,-0.00821018,40,0.115601828,0.066809178,8.626118,-2.61E-03,3.93,NA,2.31E+00,NA,0.00E+00,1.493554142,0.05726601,1,2,0.034482759,0.034482759,0.3,0.28,-1,4/1/2003
P75607,1/23/1997,12/19/1996,4,1996,12/31/1996,0.00877193,45,0.053086639,-0.567799054,6.671824,-2.92E-02,14.6,-1.64E+00,1.54E+00,-2.43E-02,-3.92E-02,0.732220147,0.046698565,-1,0,0.021207178,0.021207178,0.0313,0.03,-1,4/5/1996
P75607,1/20/1998,12/18/1997,4,1997,12/31/1997,0.07692308,45,0.090795479,0.175397528,7.338463,3.70E-03,20,NA,3.09E-01,NA,-2.30E-02,NA,NA,0,0,-0.038421599,-0.038421599,0.0463,0.05,1,4/8/1997
P75607,1/14/1999,12/17/1998,4,1998,12/31/1998,-0.060344826,45,-0.151584535,-0.047575705,6.870333,-1.72E-02,19.83,-3.68E-01,1.47E+00,-2.84E-01,2.18E-03,5.430401731,0.075829384,1,0,0.024390244,-0.35501355,0.0525,0.05,-1,4/3/1998
P75607,1/19/2000,12/16/1999,4,1999,12/31/1999,-0.14605543,45,0.805102551,0.07925928,8.418635,2.82E-03,18,NA,1.03E+00,-1.78E-01,-4.04E-02,2.84261827,0.023626943,0,-4,0.049881235,0.059266228,0.0663,0.06,-1,3/26/1999
P75607,1/17/2001,12/14/2000,4,2000,12/31/2000,0.539325833,45,-0.230813134,0.07736911,8.009945,6.16E-03,20,NA,1.76E-01,NA,NA,0.213193829,-0.029357798,0,2,0.04,0.058823529,0.0975,0.09,-1,3/30/2000
P75607,1/16/2002,12/20/2001,4,2001,12/31/2001,0.185888767,45,0.682957839,0.709758351,8.685427,-1.37E-02,19.6,3.25E-01,6.43E-01,1.67E-01,-2.53E-02,13.70388956,0.118139535,1,1,0.098591549,0.076923077,0.0975,0.08,-1,4/5/2001
P75607,1/15/2003,12/19/2002,4,2002,12/31/2002,0.152308121,45,0.278710862,0.115442374,8.670669,3.54E-03,18.68,-4.09E-01,1.20E+00,6.01E-02,9.43E-04,1.229812758,0.019130039,5,-23,0.08045977,0.085714286,0.1175,0.1,-1,4/4/2002
P75607,1/21/2004,12/18/2003,4,2003,12/31/2003,0.124057934,45,-0.017430111,-0.346038975,9.577677,3.53E-03,16.8,NA,4.29E+00,-8.89E-03,-8.59E-03,0.506147978,0.023526725,1,7,0.096774193,0.096774193,0.17,0.14,-1,4/3/2003
P75646,1/28/1997,12/19/1996,4,1996,12/31/1996,-0.007017544,35,-0.182894378,0.094232226,7.755296,-1.02E-03,11.43,-3.79E-01,9.53E-01,-9.05E-03,-4.89E-02,1.295110254,-0.029247312,0,0,-0.023255814,-0.008695652,0.315,0.33,1,3/28/1996
P75646,1/27/1998,12/18/1997,4,1997,12/31/1997,0.013035382,35,-0.037995025,-0.251343845,7.692279,-3.09E-03,11.5,-2.78E+00,8.92E-01,2.35E-02,-2.20E-03,1.091783879,-0.036578947,0,0,-0.132743363,0.027027027,0.245,0.32,1,3/27/1997
P75646,1/27/1999,12/17/1998,4,1998,12/31/1998,0.187258691,35,0.333631237,0.254268169,8.36196,1.14E-03,13.8,-5.02E-01,8.94E-01,-5.13E-02,8.75E-04,0.464685743,0.027311522,-1,-3,0.016393443,0.051546392,0.31,0.3,-1,3/26/1998
P75646,1/26/2000,12/16/1999,4,1999,12/31/1999,0.145728648,35,-0.234707591,0.430861281,8.773152,5.47E-04,16.3,-3.27E-01,1.34E+00,-1.64E-02,-1.48E-03,0.470749727,0.033,-2,0,0.012658228,0.025641026,0.4,0.39,-1,4/7/1999
P75646,1/30/2001,12/14/2000,4,2000,12/31/2000,-0.155584246,35,0.280079802,0.379983768,9.453158,1.54E-04,19.99,6.14E-01,8.09E-01,1.90E-02,-1.07E-02,0.3660106,0.015374241,0,1,0.010526316,0.012345679,0.48,0.47,-1,4/26/2000
P75646,1/22/2002,12/20/2001,4,2001,12/31/2001,-0.110592976,35,-0.284435112,-0.281988698,9.195258,2.82E-04,20.66,-5.54E-01,1.08E+00,9.40E-02,-3.15E-02,1.100776269,0.049666792,0,-6,0.016666667,0.00990099,0.61,0.59,-1,4/5/2001
P75646,1/29/2003,12/19/2002,4,2002,12/31/2002,0.052932996,35,-0.228619769,-0.22140378,8.917535,-5.99E-03,22.31,-9.69E-02,8.66E-01,-3.63E-02,9.99E-04,0.366109114,-0.006010849,0,-2,0,0.009345794,0.54,0.54,1,4/2/2002
P75646,1/28/2004,12/18/2003,4,2003,12/31/2003,0.078635611,35,-0.211364792,0.099150218,9.209969,0.00E+00,22.53,NA,8.84E+00,-1.77E-02,-8.61E-02,0.354162583,0.034220532,0,0,0,0,0.67,0.67,1,4/8/2003
P75789,1/15/1997,12/19/1996,4,1996,12/31/1996,0.096262738,40,0.032733591,-0.21052666,9.860753,-4.09E-04,14.83,-3.02E+00,7.01E-01,-3.39E-01,0.00E+00,0.248186802,0.058,0,-4,0.011764706,-0.009009009,0.43,0.42,-1,3/26/1996
P75789,1/15/1998,12/18/1997,4,1997,12/31/1997,0.06110283,40,0.034736039,0.0284171,10.256242,0.00E+00,14.85,-1.04E+00,7.15E-01,-2.00E-01,0.00E+00,0.251990843,0.0537583,0,-2,0,0,0.51,0.51,1,3/26/1997
P75789,1/19/1999,12/17/1998,4,1998,12/31/1998,-0.037827354,40,0.23970766,-0.091724177,10.709865,6.12E-04,15.09,-5.02E-02,7.74E-01,-3.46E-02,0.00E+00,0.430626351,0.05362069,0,1,0.016393443,0.016393443,0.62,0.6,-1,3/26/1998
P75789,1/18/2000,12/16/1999,4,1999,12/31/1999,0.066401064,40,-0.403945833,-0.301085225,10.395519,1.21E-03,14.93,-1.93E-01,7.04E-01,-1.42E-01,0.00E+00,1.442158587,0.094567901,3,2,0.006451613,0.006802721,0.78,0.77,-1,3/26/1999
P75789,1/18/2001,12/14/2000,4,2000,12/31/2000,-0.114337571,40,0.661234839,-0.143308861,10.772723,1.94E-04,14.63,-1.25E+00,8.24E-01,1.23E-02,0.00E+00,0.931697722,0.106833211,2,-3,0.005649718,0.005847953,0.89,0.88,-1,3/29/2000
P75789,1/22/2002,12/20/2001,4,2001,12/31/2001,0.026299711,40,-0.102135697,-0.064328547,10.72504,1.95E-03,14.51,1.03E+00,3.19E+00,0.00E+00,0.00E+00,1.362301662,0.26993464,4,1,0.008849558,0.008849558,1.14,1.12,-1,4/4/2001
P75789,1/27/2003,12/19/2002,4,2002,12/31/2002,-0.051989835,40,-0.073893765,-0.10557558,10.611266,2.30E-03,14.29,NA,NA,NA,NA,NA,0.068741383,1,1,0.02661597,0.022727273,1.35,1.28,-1,4/3/2002
P75789,5/15/2003,4/17/2003,1,2003,3/31/2003,0.032987908,40,-0.146632432,-0.071446492,NA,1.13E-02,13.56,1.23E+00,1.97E+00,1.38E-01,0.00E+00,0.507756255,0.07148493,-2,1,0.404814004,0.404814004,3.21,1.36,-1,4/25/2003
P75825,2/9/2000,1/20/2000,4,1999,12/31/1999,-0.039370079,10,-0.286103016,0.2647707,7.645771,4.93E-03,13,-9.82E-01,8.79E-01,-6.72E-02,1.96E-01,1.655362916,0.013142857,-6,5,0.020408163,0.255813954,0.125,0.12,-1,9/29/1999
P75825,2/7/2001,1/18/2001,4,2000,12/31/2000,-0.003200805,10,0.592633947,0.799037153,8.761845,2.47E-02,11,3.60E-01,1.64E+00,-2.31E-02,-4.85E-05,1.08176778,0.139701493,3,3,0.122362869,0.225806452,0.665,0.52,-1,3/30/2000
P75825,1/29/2002,12/20/2001,4,2001,12/31/2001,-0.129890025,10,0.075662893,-0.426002974,8.415233,-3.24E-02,16.04,NA,1.02E+00,-7.29E-02,-4.14E-01,0.689991146,0.057724958,-6,-14,-0.6,0,0.02,0.08,1,4/3/2001
P75825,2/3/2003,12/19/2002,4,2002,12/31/2002,0.0655315,10,0.086979579,0.099786597,8.429372,-1.69E-03,12.4,3.29E-01,6.45E-01,2.80E-02,-2.00E-02,1.518559865,0.071031345,6,-2,-0.070422535,-0.095890411,0.165,0.19,1,4/9/2002
P75825,2/4/2004,1/15/2004,4,2003,12/31/2003,-0.017880742,10,-0.07096563,-0.231331812,8.585144,-2.95E-03,24.33,-1.19E+00,2.32E+00,-5.06E-03,-2.68E-01,2.666636098,0.177777778,-2,-12,0.097744361,0.038961039,0.365,0.3,-1,4/14/2003
P75828,1/23/1997,12/19/1996,4,1996,12/31/1996,0.064718165,45,-0.205836858,-0.301040128,7.273849,-4.13E-04,23.39,1.21E+00,1.01E+00,-1.57E-02,1.14E-02,1.24578229,-0.001360544,0,0,0.015384615,0.015384615,0.165,0.16,-1,4/16/1996
P75828,1/22/1998,12/18/1997,4,1997,12/31/1997,-0.049586777,45,-0.077507624,-0.158292689,7.945814,-3.28E-03,26.36,-9.91E-01,1.59E+00,1.21E-01,-1.70E-02,0.262389403,0.029974684,0,-1,0.024390244,0.024390244,0.21,0.2,-1,4/16/1997
P75828,1/21/1999,12/17/1998,4,1998,12/31/1998,-0.248886421,45,0.035288907,0.178746036,7.97437,1.77E-03,27,3.38E-01,2.24E-01,-1.85E-01,-4.28E-02,0.144116999,0.014545455,0,0,0.04845815,0.04845815,0.2975,0.27,-1,4/16/1998
P75828,1/25/2000,12/16/1999,4,1999,12/31/1999,-0.026785715,45,0.369691851,-0.121677658,8.520008,2.25E-04,24.25,9.35E-01,8.20E-01,-1.19E-02,2.40E-01,0.282031404,0.013052632,-4,-13,-0.021276596,0.022222222,0.345,0.36,1,4/15/1999
P75828,1/30/2001,12/14/2000,4,2000,12/31/2000,0.074780062,45,0.365523723,-0.07947098,8.942108,-5.22E-03,23.59,1.32E+00,9.71E-01,-2.14E-01,-1.46E-01,6.940888466,0.032842105,-1,-1,-0.014925373,-0.014925373,0.33,0.34,1,4/13/2000
P75828,1/30/2002,12/20/2001,4,2001,12/31/2001,-0.114762321,45,0.071488649,0.319990299,9.081997,1.09E-03,26.54,-4.70E-01,7.21E+00,7.37E-02,1.02E-02,2.065355457,0.005607477,3,4,0.078534031,0.067357513,0.515,0.44,-1,4/21/2001
P75828,1/29/2003,12/19/2002,4,2002,12/31/2002,0.040184852,45,-0.252833582,0.138288723,9.043713,7.97E-03,22.65,3.54E-03,6.04E+00,-1.45E-01,8.10E-03,0.430845385,0.027252082,-2,-1,0.06231454,0.06231454,0.895,0.79,-1,4/19/2002
P75828,1/27/2004,12/18/2003,4,2003,12/31/2003,-0.01719798,45,-0.054926733,0.11379666,9.693037,3.97E-03,19.11,-1.94E+00,3.34E-01,-1.01E-01,-2.08E-02,0.330428785,-0.002571042,-1,2,0.028571429,0.024390244,1.26,1.19,-1,4/16/2003
P75857,12/16/1996,11/14/1996,4,1996,11/30/1996,-0.08760684,45,0.018127222,-0.38250904,7.582025,1.64E-02,25.13,5.05E-01,2.71E-01,-1.93E-01,2.87E-02,0.701132009,0.046478873,0,-2,-0.008191556,0.025748086,0.0787,0.08,1,2/20/1996
P75857,12/15/1997,11/20/1997,4,1997,11/30/1997,0.140651807,45,-0.189521379,-0.209985914,8.475665,9.80E-03,26.72,-5.63E-01,1.26E+00,-3.39E-01,-1.11E-01,10.12867923,0.078350515,-1,2,-0.038961039,0,0.0925,0.1,1,2/25/1997
P75857,12/14/1998,11/19/1998,4,1998,11/30/1998,0.401508004,45,0.419776968,-0.115046404,8.489024,1.07E-02,27.17,NA,1.21E+00,-1.51E-02,6.99E-02,0.365372589,0.014124138,0,0,0.04,0.022222222,0.13,0.12,-1,2/24/1998
P75857,12/13/1999,11/18/1999,4,1999,11/30/1999,0.153030306,45,0.287514237,0.338974214,9.963503,7.11E-03,31.24,-1.27E-02,1.99E-01,-1.18E-01,-5.61E-02,0.393884862,0.026961326,0,7,0,0.015384615,0.18,0.18,1,2/23/1999
P75857,12/19/2000,11/16/2000,4,2000,11/30/2000,0.21071434,45,-0.055283808,-0.244244086,10.218811,8.40E-03,30.63,-1.39E-01,4.07E-01,2.34E-01,4.16E-02,0.694211375,0.026470588,4,1,0.050847458,0.050847458,0.31,0.28,-1,2/22/2000
P75857,12/18/2001,11/15/2001,4,2001,11/30/2001,-0.232653067,45,-0.248824499,-0.099365826,9.099579,-3.03E-02,26.57,1.76E-01,3.74E-01,-3.11E-01,-3.04E-02,48.26676472,0.055,-3,-25,-1,0,0,0.05,1,2/27/2001
P75857,12/19/2002,11/14/2002,4,2002,11/30/2002,-0.269547343,45,0.311134824,-0.474750135,8.028865,6.61E-02,21.56,-7.16E-01,6.13E-01,-1.42E-01,1.80E-02,1.337753777,0.061761658,0,-2,0.333333333,-0.142857143,-0.01,-0.02,-1,3/1/2002
P75857,12/18/2003,11/20/2003,4,2003,11/30/2003,0.0102564,45,0.048643185,-0.336412176,8.504578,-4.04E-03,19.09,4.57E-01,2.11E-01,1.57E-01,7.30E-02,0.797072888,0.054107884,1,-20,-0.2,0.111111111,-0.03,-0.02,1,2/28/2003
P75912,1/15/1997,12/19/1996,4,1996,12/31/1996,0.124087594,45,-0.168756392,-0.065928621,8.747004,9.29E-03,31.88,-1.35E+00,2.95E-01,-1.05E-01,1.22E-03,0.416476742,0.062727273,0,1,0.01369863,0.014492754,0.185,0.18,-1,3/22/1996
P75912,1/15/1998,12/18/1997,4,1997,12/31/1997,0.071240105,45,-0.158400036,-0.536159303,8.636123,9.59E-03,29,7.58E-02,5.02E-01,6.24E-02,1.29E-02,1.669461422,0.040421053,0,-3,0.031578947,0,0.245,0.23,-1,3/21/1997
P75912,1/19/1999,12/17/1998,4,1998,12/31/1998,-0.196153849,45,-0.277236571,-0.074795377,7.900332,1.05E-02,23.33,-3.51E-01,1.17E+00,-5.55E-02,-1.16E-02,0.638021335,0.002641509,-1,0,-0.058823529,-0.058823529,0.16,0.18,1,3/27/1998
P75912,1/18/2000,12/16/1999,4,1999,12/31/1999,-0.2078522,45,0.616183822,-0.159377523,8.201719,7.70E-03,22.88,4.39E-02,6.34E-01,2.28E-01,-3.12E-02,0.2855529,0.005829146,-3,-4,-0.578947368,0,0.04,0.15,1,3/31/1999
P75912,1/16/2001,12/14/2000,4,2000,12/31/2000,0.106976748,45,0.484565903,-0.355343611,7.989126,2.79E-02,19.4,-1.29E+00,8.18E-01,6.03E-02,6.37E-02,0.618300409,0.111753372,0,3,0,0.428571429,0.05,0.05,1,3/29/2000
P75912,1/15/2002,12/20/2001,4,2001,12/31/2001,-0.119078085,45,-0.230065748,0.295784039,7.209482,-4.85E-03,20.6,-4.14E-02,1.36E+00,-9.76E-02,-1.25E-02,4.894619323,0.037142857,-2,-6,0,-0.142857143,0.03,0.03,1,3/28/2001
P75912,1/14/2003,12/19/2002,4,2002,12/31/2002,-0.047619004,45,0.125268921,-0.384953895,6.158358,2.03E-02,12.83,NA,8.33E-01,-1.13E-02,-2.07E-01,2.679836023,0.020458015,0,-1,-1,-1,-0.04,0,1,3/27/2002
P75912,1/21/2004,12/18/2003,4,2003,12/31/2003,0.063451774,45,-0.038089924,0.030981297,6.732338,-1.86E-02,11.63,1.55E-01,3.17E-01,2.63E-01,NA,0.205804714,0.010322581,1,0,0.130434783,0.130434783,-0.1,-0.13,-1,3/27/2003
P76076,11/5/1996,9/19/1996,4,1996,10/31/1996,0.096969694,45,-0.190036499,-0.2102624,10.422295,1.37E-02,34.17,-2.29E-01,7.61E-01,-8.19E-02,4.72E-03,0.367996685,0.024565657,9,0,0.021526419,0.021526419,0.0522,0.05,-1,1/19/1996
P76076,11/4/1997,9/18/1997,4,1997,10/31/1997,0.051428571,45,-0.016804172,-0.531405441,10.884976,6.81E-03,33.08,-1.58E-01,2.38E+00,1.64E-02,-7.69E-03,0.4272202,0.01804196,-3,1,0.044585987,0.044585987,0.0656,0.06,-1,1/15/1997
P76076,11/4/1998,10/15/1998,4,1998,10/31/1998,0.196428567,45,0.227048728,-0.132277793,11.51037,4.39E-03,30.11,-1.72E+00,2.27E+00,6.25E-02,-1.01E-02,0.096411992,0.02015873,-2,5,0.03030303,0,0.085,0.08,-1,1/14/1998
P76076,11/9/1999,10/14/1999,4,1999,10/31/1999,0.20523648,45,0.079707179,0.243556916,12.222,3.68E-03,29.96,-2.60E-01,7.70E-01,-1.73E-02,-3.55E-02,0.311948147,0.001216216,-1,8,0.043478261,0.024390244,0.12,0.11,-1,1/13/1999
P76076,11/6/2000,9/14/2000,4,2000,10/31/2000,-0.111368909,45,-0.392815029,0.360331303,13.054283,3.60E-03,31.77,2.07E-01,1.14E+00,1.12E-01,-5.88E-02,0.290173578,0.005939675,0,0,0.028571429,0.028571429,0.18,0.17,-1,1/19/2000
P76076,11/5/2001,9/20/2001,4,2001,10/31/2001,0.208037853,45,0.234112194,-0.878112952,11.854863,-2.37E-02,25.7,-4.11E+00,8.32E-01,-1.40E-02,2.43E-03,0.780008678,0.024242424,-2,-7,0.333333333,0.333333333,0.04,0.02,-1,1/17/2001
P76076,11/6/2002,10/17/2002,4,2002,10/31/2002,0.334525913,45,0.062121707,-0.20765227,11.475499,1.43E-02,21.16,-4.15E-01,1.14E+00,-1.80E-02,-7.46E-03,1.151738316,0.048616305,-9,32,0.037037037,0.076923077,0.14,0.13,-1,1/17/2002
P76076,11/5/2003,10/16/2003,4,2003,10/31/2003,0.084567629,45,-0.078987465,0.163150541,11.823281,4.22E-03,16.21,-2.17E-01,3.77E+00,-6.25E-04,2.93E-03,0.587963279,0.03033839,0,10,0.0625,0,0.17,0.15,-1,1/15/2003
P76090,2/6/1997,1/16/1997,4,1996,12/31/1996,-0.05882353,25,-0.595917987,-0.299000355,7.6239,-9.71E-03,15.64,-1.08E-01,7.23E-01,-4.05E-03,-4.29E-03,4.964744449,0.046,0,-6,0,-0.043478261,0.22,0.22,1,3/28/1996
P76090,2/4/1998,1/15/1998,4,1997,12/31/1997,-0.045325778,25,0.016047056,-0.285698799,7.553315,-2.85E-03,14.67,1.77E+00,2.13E+00,3.50E-02,2.33E-01,2.480392156,0.085294118,-5,-6,-0.095238095,-0.048780488,0.19,0.23,1,3/28/1997
P76090,2/11/1999,1/14/1999,4,1998,12/31/1998,0.12184874,25,-0.456712253,-0.157138774,7.379678,-8.29E-03,16.24,-1.33E+00,1.04E+00,4.80E-02,1.76E-01,1.819819519,0.04397351,-6,-6,-0.166666667,-0.052631579,0.15,0.21,1,4/1/1998
P76090,2/9/2000,1/20/2000,4,1999,12/31/1999,-0.040752351,25,0.033824098,0.515979265,8.098125,2.40E-03,16.64,1.05E+00,1.55E+00,-2.50E-02,3.68E-02,1.864452758,0.043512748,-1,2,0,0.074074074,0.3,0.3,1,4/1/1999
P76090,2/7/2001,1/18/2001,4,2000,12/31/2000,0.172273174,25,0.329757629,0.341029816,8.025593,-8.78E-04,16.26,NA,1.14E+00,-2.65E-02,5.03E-02,1.297333344,0.040597015,-8,0,-0.259259259,-0.285714286,0.2,0.34,1,3/30/2000
P76090,2/6/2002,1/17/2002,4,2001,12/31/2001,0.110709481,25,0.365417625,0.124621968,8.332558,-8.71E-05,15.49,8.92E-01,2.61E+00,-4.21E-02,2.00E-02,1.148417939,-0.009915014,15,-12,0.010989011,0.194805195,0.46,0.45,-1,3/29/2001
P76090,2/5/2003,1/16/2003,4,2002,12/31/2002,-0.094818048,25,-0.292795982,0.308626726,8.376661,8.65E-04,15.09,6.11E-01,1.60E+00,-9.94E-03,-2.35E-02,1.191005875,0.060555688,-5,-1,-0.027027027,0.02247191,0.54,0.57,1,3/28/2002
P76090,2/4/2004,1/15/2004,4,2003,12/31/2003,-0.031153198,25,0.051431215,0.025701033,8.615942,-1.49E-05,13.29,5.79E-01,1.71E+00,-3.61E-02,5.08E-03,1.111008901,0.033299354,-1,-6,-0.029126214,-0.029126214,0.5,0.53,1,4/2/2003
P76149,1/23/1997,12/19/1996,4,1996,12/31/1996,0.116959065,30,0.078241357,0.076679048,9.15534,3.18E-03,17.3,-3.50E+00,8.41E-01,4.28E-02,-5.38E-03,0.942874187,0.099125364,1,0,0.024390244,0.024390244,0.315,0.3,-1,3/22/1996
P76149,1/29/1998,12/18/1997,4,1997,12/31/1997,0.050395258,30,0.110316788,-0.186558773,9.619786,1.64E-03,18.09,-1.55E+00,8.65E-01,-3.30E-02,-3.00E-02,0.762226671,0.050384025,2,1,0.017964072,0.017964072,0.425,0.41,-1,3/21/1997
P76149,1/28/1999,12/17/1998,4,1998,12/31/1998,-0.078974359,30,0.201490675,-0.004362909,10.304866,9.96E-04,18.97,2.53E-01,1.27E+00,1.17E-01,-3.84E-02,1.150229797,0.124141574,0,-1,0.020408163,0.020408163,0.5,0.48,-1,3/27/1998
P76149,1/27/2000,12/16/1999,4,1999,12/31/1999,0.069930069,30,-0.562366797,-0.456624383,9.778276,4.33E-04,17.12,0.00E+00,1.51E+00,-2.56E-02,9.09E-03,0.985900445,0.056,-2,1,0.017241379,0.017241379,0.59,0.57,-1,3/26/1999
P76149,1/22/2001,12/14/2000,4,2000,12/31/2000,-0.189280033,30,0.320854506,0.155071421,10.357941,6.99E-04,16.05,-1.62E+00,7.86E-01,-5.00E-02,-1.09E-01,3.29988236,0.08168421,-2,-1,0.007092199,0.007092199,0.71,0.7,-1,3/24/2000
P76149,1/24/2002,12/20/2001,4,2001,12/31/2001,-0.031137707,30,-0.239333844,-0.349337298,9.92222,-6.30E-04,15.77,1.49E+00,8.77E-01,-5.42E-02,7.70E-03,0.537589486,0.028830462,0,0,0,0,0.81,0.81,1,3/22/2001
P76149,2/6/2003,1/16/2003,4,2002,12/31/2002,-0.160759553,30,-0.185995815,-0.289422786,9.24007,-3.73E-03,10.31,NA,6.45E-01,-2.18E-02,9.21E-02,0.257664657,0.025221675,0,-10,0.012658228,0.008403361,0.8,0.78,-1,3/22/2002
P76149,2/12/2004,1/15/2004,4,2003,12/31/2003,0.012394895,30,-0.010324282,-0.16253865,9.183218,-9.85E-03,5.42,3.77E-01,1.01E+00,-1.13E-01,-2.28E-02,0.612271631,0.062297872,0,-8,-0.131313131,-0.010752688,0.43,0.56,1,4/12/2003
P76201,1/15/1997,12/19/1996,4,1996,12/31/1996,0.235993207,45,-0.070250123,-0.178509724,8.181839,-1.27E-02,26.57,-2.25E+00,1.17E+00,1.75E-02,2.99E-02,0.306261527,0.011924119,0,-2,0.015384615,-0.126760563,0.0825,0.08,-1,3/29/1996
P76201,2/3/1998,12/18/1997,4,1997,12/31/1997,0.156507418,45,-0.278199864,-0.46110312,7.911926,-5.05E-03,27.33,-1.37E-01,8.05E-01,-1.04E-01,-4.22E-03,2.144179738,0.033714286,-2,-1,-0.038961039,-0.038961039,0.0925,0.1,1,4/4/1997
P76201,1/19/1999,12/17/1998,4,1998,12/31/1998,0.274472177,45,0.572299737,-0.247139897,8.754256,-4.25E-03,24.58,-2.69E-01,6.84E-01,3.78E-03,-8.16E-03,0.253028569,0.007708684,0,0,0.069767442,0.069767442,0.115,0.1,-1,4/3/1998
P76201,1/18/2000,12/16/1999,4,1999,12/31/1999,0.006185567,45,0.266383269,0.432678441,10.201978,3.51E-03,26.41,-1.13E+00,8.68E-01,-8.08E-02,-3.69E-03,0.60983995,0.031943415,0,2,0.025641026,0.014492754,0.2,0.19,-1,4/2/1999
P76201,1/17/2001,12/14/2000,4,2000,12/31/2000,0.170731708,45,-0.297031383,0.714465874,9.361454,9.51E-04,27.75,6.05E-01,3.39E-02,-2.68E-02,-4.24E-02,0.22240716,0.018165939,-22,-1,-0.015873016,0.032258065,0.31,0.32,1,3/31/2000
P76201,1/17/2002,12/20/2001,4,2001,12/31/2001,0.110115223,45,0.091357527,0.013048387,9.503044,-1.18E-02,27.29,-1.82E-01,1.20E+00,5.96E-02,6.41E-03,1.658301656,0.054299785,10,-15,0.272727273,-0.230769231,0.07,0.04,-1,3/30/2001
P76201,1/21/2003,12/19/2002,4,2002,12/31/2002,-0.039320361,45,0.083319747,-0.29103485,8.979178,-5.84E-03,25.38,3.23E-01,1.02E+00,-1.64E-01,-2.90E-02,8.130781658,0.055333333,1,0,0.043478261,0,0.12,0.11,-1,3/30/2002
